"filename", "language", "JavaScript", "Markdown", "PHP", "PostCSS", "Vue", "YAML", "JSON", "XML", "JSON with Comments", "comment", "blank", "total"
"c:\xampp\htdocs\laravel\EMS\resources\js\Components\PrimaryButton.vue", "Vue", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\laravel\EMS\resources\js\Components\ResponsiveNavLink.vue", "Vue", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"c:\xampp\htdocs\laravel\EMS\resources\js\Components\SecondaryButton.vue", "Vue", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
"c:\xampp\htdocs\laravel\EMS\resources\js\Components\TextInput.vue", "Vue", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 6, 27
"c:\xampp\htdocs\laravel\EMS\resources\js\Components\ValidationErrors.vue", "Vue", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 4, 19
"c:\xampp\htdocs\laravel\EMS\resources\js\Layouts\AuthenticatedLayout copy.vue", "Vue", 0, 0, 0, 0, 143, 0, 0, 0, 0, 9, 13, 165
"c:\xampp\htdocs\laravel\EMS\resources\js\Layouts\AuthenticatedLayout.vue", "Vue", 0, 0, 0, 0, 157, 0, 0, 0, 0, 16, 18, 191
"c:\xampp\htdocs\laravel\EMS\resources\js\Layouts\GuestLayout.vue", "Vue", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 3, 21
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Analysis.vue", "Vue", 0, 0, 0, 0, 122, 0, 0, 0, 0, 2, 15, 139
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Auth\ConfirmPassword.vue", "Vue", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 7, 51
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Auth\ForgotPassword.vue", "Vue", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 11, 62
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Auth\Login.vue", "Vue", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 15, 95
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Auth\Register.vue", "Vue", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 18, 104
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Auth\ResetPassword.vue", "Vue", 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 15, 93
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Auth\VerifyEmail.vue", "Vue", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 10, 52
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\ConsumableItems\History.vue", "Vue", 0, 0, 0, 0, 107, 0, 0, 0, 0, 1, 16, 124
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\ConsumableItems\Index.vue", "Vue", 0, 0, 0, 0, 179, 0, 0, 0, 0, 11, 20, 210
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Dashboard.vue", "Vue", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\ImageTests\Create copy.vue", "Vue", 0, 0, 0, 0, 62, 0, 0, 0, 0, 4, 13, 79
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\ImageTests\Create.vue", "Vue", 0, 0, 0, 0, 74, 0, 0, 0, 0, 14, 15, 103
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\ImageTests\Edit.vue", "Vue", 0, 0, 0, 0, 76, 0, 0, 0, 0, 22, 19, 117
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\ImageTests\Index.vue", "Vue", 0, 0, 0, 0, 46, 0, 0, 0, 0, 2, 8, 56
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\ImageTests\Show.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\InventoryPlans\Create.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\InventoryPlans\Index.vue", "Vue", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 11, 63
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Inventory\All.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Inventory\NotCarriedOut.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Inventory\Progress.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Inventory\Taken.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Items\Create.vue", "Vue", 0, 0, 0, 0, 229, 0, 0, 0, 0, 28, 33, 290
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Items\Edit.vue", "Vue", 0, 0, 0, 0, 199, 0, 0, 0, 0, 2, 27, 228
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Items\Index copy.vue", "Vue", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 10, 96
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Items\Index.vue", "Vue", 0, 0, 0, 0, 220, 0, 0, 0, 0, 49, 38, 307
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Items\Show.vue", "Vue", 0, 0, 0, 0, 203, 0, 0, 0, 0, 6, 28, 237
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Profile\Edit.vue", "Vue", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 7, 47
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Profile\Partials\DeleteUserForm.vue", "Vue", 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 18, 96
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Profile\Partials\UpdatePasswordForm.vue", "Vue", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 17, 106
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Profile\Partials\UpdateProfileInformationForm.vue", "Vue", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 16, 103
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Welcome.vue", "Vue", 0, 0, 0, 0, 289, 0, 0, 0, 0, 0, 25, 314
"c:\xampp\htdocs\laravel\EMS\resources\js\Pages\Wishes\Index.vue", "Vue", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 7, 81
"c:\xampp\htdocs\laravel\EMS\resources\js\app.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\xampp\htdocs\laravel\EMS\resources\js\bootstrap.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 23, 7, 33
"c:\xampp\htdocs\laravel\EMS\resources\js\common.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 22
"c:\xampp\htdocs\laravel\EMS\resources\views\app.blade.php", "PHP", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\xampp\htdocs\laravel\EMS\resources\views\welcome.blade.php", "PHP", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 23, 141
"c:\xampp\htdocs\laravel\EMS\routes\api.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 0, 0, 10, 5, 29
"c:\xampp\htdocs\laravel\EMS\routes\auth.php", "PHP", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 17, 60
"c:\xampp\htdocs\laravel\EMS\routes\channels.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 10, 4, 19
"c:\xampp\htdocs\laravel\EMS\routes\console.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 10, 4, 20
"c:\xampp\htdocs\laravel\EMS\routes\web.php", "PHP", 0, 0, 44, 0, 0, 0, 0, 0, 0, 18, 23, 85
"c:\xampp\htdocs\laravel\EMS\tailwind.config.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 23
"c:\xampp\htdocs\laravel\EMS\tests\Browser\ExampleTest.php", "PHP", 0, 0, 8, 0, 0, 0, 0, 0, 0, 10, 4, 22
"c:\xampp\htdocs\laravel\EMS\tests\Browser\ItemsTest.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 0, 0, 10, 5, 30
"c:\xampp\htdocs\laravel\EMS\tests\Browser\Pages\HomePage.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 12, 6, 37
"c:\xampp\htdocs\laravel\EMS\tests\Browser\Pages\Page.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 4, 21
"c:\xampp\htdocs\laravel\EMS\tests\CreatesApplication.php", "PHP", 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 6, 22
"c:\xampp\htdocs\laravel\EMS\tests\DuskTestCase.php", "PHP", 0, 0, 36, 0, 0, 0, 0, 0, 0, 6, 7, 49
"c:\xampp\htdocs\laravel\EMS\tests\Feature\Auth\AuthenticationTest.php", "PHP", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 15, 56
"c:\xampp\htdocs\laravel\EMS\tests\Feature\Auth\EmailVerificationTest.php", "PHP", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 16, 66
"c:\xampp\htdocs\laravel\EMS\tests\Feature\Auth\PasswordConfirmationTest.php", "PHP", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 13, 45
"c:\xampp\htdocs\laravel\EMS\tests\Feature\Auth\PasswordResetTest.php", "PHP", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 22, 74
"c:\xampp\htdocs\laravel\EMS\tests\Feature\Auth\PasswordUpdateTest.php", "PHP", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 11, 52
"c:\xampp\htdocs\laravel\EMS\tests\Feature\Auth\RegistrationTest.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 8, 33
"c:\xampp\htdocs\laravel\EMS\tests\Feature\ExampleTest.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 5, 20
"c:\xampp\htdocs\laravel\EMS\tests\Feature\ProfileTest.php", "PHP", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 24, 100
"c:\xampp\htdocs\laravel\EMS\tests\TestCase.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\xampp\htdocs\laravel\EMS\tests\Unit\ExampleTest.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 4, 17
"c:\xampp\htdocs\laravel\EMS\vendor\spatie\ignition\resources\compiled\ignition.css", "PostCSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 3
"c:\xampp\htdocs\laravel\EMS\vendor\spatie\ignition\resources\compiled\ignition.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\laravel\EMS\vite.config.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"Total", "-", 80, 9, 4710, 4, 3496, 73, 16152, 29, 11, 2253, 1936, 28753
